Text,labels
9:55 am ge odeya teaser link . set remander,Non-sarcastic
FDFS  for sure samshayam venda,Non-sarcastic
"ആരാടാ ചേച്ചിമാരുടെ  മൂക്കുത്തി കൊണ്ടുപോയത്, ആരാണേലും അതങ്ങുകൊടുത്തേക്ക്...",Sarcastic
ഈ വേഷം ഇതിലും ഭംഗിയായി മറ്റാർക്കും ചെയ്യാൻ പറ്റും എന്നു എനിക്ക് തോന്നുന്നില്ല. (എന്റെ അഭിപ്രായം ),Non-sarcastic
"Kumbalanga,thannimathan,velirika,vazhuthanaga,muringika....etc athum kazhinju kanjiyum payarum pinne nannum,kappayum mulakum....malaya cinemayil eni perukal theernu thudangi...appo nammal porichu podichu thinnua papadathina pollum verutha vidathila,ennthoke anaakilum,eniku vineeth sreenivasannte film eshtamanu,ethra pothiya pazhaya super stars undakilum...",Non-sarcastic
Valla 200 cr anaganam nirthiya mathiyarnnu,Non-sarcastic
Eth kandit nere poi pulimurugante trailerum onn kandek 2 ilum enthelum vethyasom undo?,Non-sarcastic
പടം മാസ്സ് എന്ന് പറഞാ കുറഞ്ഞ് പോകും,Non-sarcastic
ഈ പാട്ടിന്റെ ഓഡിയോ മാത്രം മതി..... വീഡിയോ വേണമെന്നില്ല🤦‍,Sarcastic
Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c'man!!!!,Non-sarcastic
ടീസർ എത്ര തവണ കണ്ടു എന്ന് ഓർമയില്ലാത്തവർ ലൈക്കീട്ട് പോ,Non-sarcastic
Ethilum betham gopi sunderaa kayamkulamkochunni enna movie songs nallathayirunnu,Sarcastic
Ikka fans like  Witig for mammangam,Sarcastic
Age on reverse gear enety ikka,Non-sarcastic
Ee degrade cheyyunnavarude vijaram avar cheyyunnathu entho valiya karyam aanennannu,Non-sarcastic
പടം കണ്ടു mass എനിക്ക് പറയാനുള്ളത്   വന്തിട്ടെന്ന് സൊല് തിരുമ്പി വർത്തിട്ടെന്ന്   ജോഷി സർ ഡാ   Once A king Always A king  മാസ്സ് സിനിമകളുടെ തമ്പുരാൻ  മലയാള സിനിമ ആദ്യ  1 കോടി കളക്ഷൻ കിട്ടുന്നത് ജോഷി സർ ലൂടെ (ആ രാത്രി )  മലയാള സിനിമയിലെ പിന്നിലുള്ള നടന്മാരെ നല്ല crct കൊടുത്തു മുൻ നിരയിലെത്തിച്ച   ഡയറക്ടർ പ്രേം നസീർ മുതൽ ജോജു വരെ   1978 മുതൽ 2019 വരെ 83 സിനിമകൾ  5 ഭാഷകളിൽ സംവിധാനം  മലയാളം തമിഴ് ഹിന്ദി തെലുഗ് കന്നഡ   ഒരു നടനെ വച്ചു അടുപ്പിച്ചു 8 സിനിമകൾ ചെയ്തു 8ഉം ഹിറ്റ് ആക്കിയ ഏക director  നടൻ ( മമ്മൂട്ടി ) Movies:ഇനിയും കഥ തുടരും  നിറക്കൂട്ട്  ശ്യാമ  ക്ഷമിച്ചു എന്നൊരുവാക്ക്  ആയിരം കണ്ണുകൾ  സായം സന്ധ്യ  ന്യായവിധി  വീണ്ടും   ഏറ്റവും വലിയ പ്രത്ത്യേകത എന്തെന്നാൽ ഇന്നേവരെ ഒരു interview നും ഇദ്ദേഹം പങ്കെടുത്തിട്ടില്ല (സംശയമുള്ളവർക് അന്വേഷിക്കാം ചെയ്യാം )  King of director,Non-sarcastic
ഫഹദിക്കയുടെ വില്ലനിസം കാണാൻ വേണ്ടി മാത്രം ഈ സിനിമ കാണുന്നവർ ഉണ്ടോ,Non-sarcastic
Loosu pundamavanuga namma urulaium edukuranugale padam loosu pu conceptla,Non-sarcastic
Trailer എഡിറ്റിംഗ് കുറച്ചു കൂടി നന്നാകാം ആയിരുന്നു.. കൊള്ളാം...,Non-sarcastic
Soubin ikka koode ഉള്ളത് കാരണം നമ്മുടെ ഫോട്കൊച്ചി കാർക് അഭിമാനമാ,Non-sarcastic
Mammukka fans Like adikan Ulla comment,Non-sarcastic
Sangi lalappan.....ninte padam 8 nilayil pottumm!!!!,Non-sarcastic
മോഹൻലാൽ ഫാൻ ആയതു കൊണ്ടാണോ ആരും എന്റെ ചാനൽ ആരും subscribe ചെയ്യാത്തത്,Non-sarcastic
Entammoooooooo..enikku kanan vayyaye.....ente ettaaaaaaaaaaaaaaa...........onnum parayan thonnunilla.....njan sthabhichu poyiiii.........,Non-sarcastic
visuals &choreography കൊള്ളാം പക്ഷെ പാട്ട് മഹാബോർ,Sarcastic
മമ്മൂക്കാ ഫാൻസിന്റെ katta സപ്പോർട്ട് ഉണ്ടാവും,Non-sarcastic
ഇന്ന് 7 മണിക്ക് അസുരന്റെ  എഴുന്നുള്ളത്ത്,Non-sarcastic
kochi karan aya kunjali engane ee bhasha padichu avo :),Non-sarcastic
ലാലേട്ടനും ഇട്ടിമാണി ടീമിനും കുഞ്ഞിക്കാ ഫാൻസിന്റെ വിജയാശംസകൾ,Non-sarcastic
Karutha muth... legend IM vijayan fans like adi. Bullet vijayettan... Gunda thanney,Non-sarcastic
Ilaya thalapathy vijay fans from kerala... adi like!,Non-sarcastic
Lucifer Oru political movie anennu arum pratheksichilla...,Non-sarcastic
Big love for Mammootty sir from Karnataka fans,Non-sarcastic
Kathapathrangal manasil ninnum pokunnilla Athani filminte prethyakatha,Non-sarcastic
Ithaano Nee paraja poka illatha adupp 🤣🤣🤣 shine polich,Non-sarcastic
"തീയേറ്ററിൽ ആയാലും , മിനി സ്ക്രീൻ ആയാലും ഓണം ലാല്ലേട്ടനൊപ്പം All d best  #AONIKALS",Non-sarcastic
ആരാണ്ടാ അവളുടെ മൂക്കുത്തി എടുത്തേ കള്ള ബിടുവകളെ,Sarcastic
aarengilum ee kochinte mukkuthi kandupidichondu vaade,Sarcastic
"ഒരു മിനിമം സ്റ്റാൻഡേർഡ് ഒക്കെ വേണ്ടെടേ,  lirics ന്, അതും ഇത് പോലെ ഒരു ഫിലിം ന്",Sarcastic
"I am waiting katta waiting ,Mechile piller powlikkum",Non-sarcastic
ഞെട്ടിച്ചു ആരും ഇതിൽ  അഭിനയിക്കുന്നത്  കാണാൻ പറ്റീല ജീവിക്കുന്നത് മാത്രം...,Non-sarcastic
Malayalam film industry il vere aarkku pattum iddehathe pole aakan. Pakaram vekkan aarumillatha one and only Lalettan,Non-sarcastic
We want old    DILEEPETTAN,Non-sarcastic
Padachone mammookante ee padom moonjunna lakshanamaanallo Ithinoru avasaanamille,Sarcastic
"Innu trailer'um, movie'um kandavar like adichu thagarkku!",Non-sarcastic
Avalde pooroke adich pottichittundavum Valla kollasangavum 🤣🤣🤣,Non-sarcastic
Saiju kurupp fans adi makkale like,Non-sarcastic
"ഇത്ര നന്നായി മമ്മൂക്ക ഡാൻസ് കളിച്ച മറ്റൊരു പടം ഇല്ല,  ചിലപ്പോൾ ആ സോങ്ങും മമ്മൂക്കയുടെ ക്യാരക്ടറും തമ്മിലുള്ള അടുപ്പം കൊണ്ടാവാം,, തിയേറ്റർ എക്സ്പീരിയൻസ് വേറെ ലെവൽ അയിരുന്നു",Non-sarcastic
ദിലീപ് ഫാൻ ഇവിടെ കാമോൺ    ഈ കമന്റ് വന്നോ സേട്ടാ,Non-sarcastic
മൂക്കുത്തി കണ്ടിലെങ്കിൽ എന്താ ഒരു പൊട്ടു വച്ചങ്ങു അഡ്ജസ്റ്റ്  ചെയ്യു. അല്ലാതെ ഡാൻസ് കളിച്ച കിട്ടോ...,Sarcastic
December 9നു ശേഷവും കളഞ്ഞുപോയ മൂക്കുത്തി കണ്ടെത്താൻ വന്നവർ ഉണ്ടൊ,Sarcastic
Abhinayam kandu chiri vanathu Enikku mathram aano nimbolide..Hindi parayuna scene okke navasudin siddique ye copy adikan nokki bore aayitundu,Non-sarcastic
Jaathee mathangalkk adheedhamaayi manushyaneyaanu snehikkendath enna threadil cinema thudangi athe threadil cinema avasaanippicha samvidaayakanu irikkatte oru kuthirappavan,Non-sarcastic
Pirates of carriebian scenes illennu oru doubt 🤔🤔,Non-sarcastic
Dileepettanhead set vechu kettaal ..oru rakshayum illa ...dileepettan voice  veendum oru veraity character maayi dileepettan 🥰,Non-sarcastic
Ikka fans like button adich pwolik ore oru naayakan,Non-sarcastic
Oru perunnalinulla vaka undallo !!!!!!!!! JOSHY,Non-sarcastic
മൂക്കുത്തി കണ്ടില്ലേലും ബാക്കിഎല്ലാം നാട്ടുകാര്  കാണുന്നുണ്ട്.,Sarcastic
Ethu pollikum karanam mamookkaye polle mass cheyan arum ella,Non-sarcastic
Da mwone madhurajaedatreum varilla ketto .nte vaka ellarkum chukavandanam,Non-sarcastic
ടീസർ ആ പെട്ടി കടയിൽ ഇറക്കാതെ ഇൗ ചാനലിൽ ഇറക്കുവൈരുന്നേൽ നാലാൾ കണ്ടേനെ,Non-sarcastic
ബിഗ് ബ്രദർ കണ്ടിട്ട് നേരെ ഇങ്ങോട്ട് വന്നു ഹെവി ഷൈലോക്ക് തന്നെ,Non-sarcastic
ആളെ വിളിച്ചു ഈ പരുപാടി വെച്ചതിന്റെ പകുതി കാശ് പോലും  വെണ്ടാർന്ന് പുതിയ ഒരു മൂക്കുത്തി വാങ്ങാൻ..,Sarcastic
Not impressed  yenne kollale please manasilolladhu paranjanne olllu Suraj.jpg,Non-sarcastic
Padathinte peruuu Ramachandhran bonakadu (rambo) enu akayirunu,Sarcastic
Happy birthday mammokka  Trailer kidu padam thakarkkum,Non-sarcastic
Who did better enu manaslavnilaaa...elarum polichhh film kandu vanitm hangover marunilaalo ...shoo,Non-sarcastic
Dislike adicha oombanmaarude shraddhakku....  Kittiya collectionum kondu oodikko  Chekuthan ninte ettane eduthittu oookkunnund  Adyam avante kunna vayileduthu ethane rakshikk,Sarcastic
Ee pani thannaya kure kalamayii cheyunne.pani ariyavunthathu kondaa pidichu nilkunnaaa...mass and class dialogue..luv u ekkaaa,Non-sarcastic
Kali benda mwone ikka mess aane,Sarcastic
Sambavam Kollam pakshe pazhasiraja kunnathe songinte adth ethitilla,Sarcastic
Chembu sajin fans dislike adikan thudangiyallo,Non-sarcastic
എന്താ പാട്ട്...  ഏറെ നാളുകൾക്കു ശേഷം ദാസേട്ടന്റെ ശബ്ദം കേൾക്കുന്നത് കൊണ്ടാവും... പാട്ട് ഫുൾ വേർഷൻ ഉണ്ടാകുമോ?,Non-sarcastic
ഞമ്മളെ കോളേജിൽ ഞമ്മളെ സിവിലായിരുന്നു കിടുക്കാച്ചി ടീംസ്.. മെക്കിലെ ജൂനിയേഴ്സിനെ നിലക്ക് നിർത്താൻ മെക്കിലെ പിള്ളേർ ഞങ്ങളട്ത്ത് വന്ന് സിവിലിന്റെ സഹായം ചോദിച്ചതൊക്കെ ഓർമ്മ വരുന്നു..  കോളേജിൽ ഹീറോസ് ഞങ്ങ തന്നെയായിരുന്നു.. സിവിൽ ടീംസ്,Non-sarcastic
"നിന്റെ മൂക്കുത്തി, എന്റെ ഉള്ളി പൊടി കാണാനില്ല",Sarcastic
Tik Tok Tik Tok Tik Tok. Sushin Shyam,Non-sarcastic
stock roomil stuck aaayi freezing room,Non-sarcastic
Producer   mattiyal    lalletanne oral polum kuttam parayillla,Non-sarcastic
മോന്തക്ക് ഒരെണ്ണം കൊടുത്തിട്ട് കണ്ണാടി എടുത്ത് കാണിച്ച് കൊടുക്കട.. അപ്പൊൾ കാണാം ISI (മൂക്കുത്തി) മാര്‍ക്‌... 🤣🤣🤣🤣,Sarcastic
മോന്തക്ക് ഒരെണ്ണം കൊടുത്തിട്ട് കണ്ണാടി എടുത്തു കാണിക്കട.... അപ്പൊ കാണും മൂക്കുത്തി....,Sarcastic
Happy birthday mammukka  gana gandharvan polichadukkum next block bluster,Non-sarcastic
ഏത് മരക്കാർ ആടോ തലയിൽ കിരീടം ഒക്കെ വച് ഉള്ളത്...  കഥകളിൽ നമ്മൾ അറിഞ്ഞ മരക്കാർ തലപ്പാവാണ് ധരിച്ചിട്ടുള്ളത്,Sarcastic
SRK ഇഹ്  FAN ഇഹ് സിനിമ ഇഹ് പോലുണ്ട് ഇഹ് ഇഹ്..,Non-sarcastic
Sathyam paranja valya punch onum kittila..,Non-sarcastic
Uff ബ്ലോഗ് ഏട്ടൻ ഉയിർ... ഇന്ത്യ മെരിച്ചു മെക്കാളെ...,Non-sarcastic
4 million +  Adichu polikada makkale,Non-sarcastic
ട്രൈലെറിനു വേണ്ടി ഇടിക്കട്ട വെയിറ്റ് ചെയ്യുന്ന ഏട്ടൻ ഫാൻസ്‌ ലൈക് അടിക്ക്..,Non-sarcastic
പേട്ട മൂവി ലെ രജനി കാന്തിനെ കണ്ട അതെ ഫീൽ...  അതെ രോമാഞ്ചം തോന്നുന്ന cut...,Non-sarcastic
എന്റെ പൊന്നോ ഇജ്ജാതി.... ടീസർ ഇഷ്‌ടമായവർ ലൈക്‌ അടിച്ചിട്ട് പോടെ 🤩🤩🤩,Non-sarcastic
ഇപ്പം ഇതാണല്ലോ ട്രെൻഡ് സൈക്കോയെ പുഴിങ്ങി വെച്ചാൽ പടം ഹിറ്റ്‌,Sarcastic
ചാക്കോച്ചന്റെ തന്നെ വേട്ട ക്ക്‌ മുകളിൽ എത്തട്ടെ,Non-sarcastic
കൊള്ളാം.. കിടു.. പൈറേറ്റ്സ് ഓഫ് കരീബിയൻ.. സീരീസ്.. മുഴുമന് ഞമ്മള്.. കണ്ടിട്ടുണ്ട്.. മറക്കാരേ..,Sarcastic
Malayala sinimayile ore oru rajav ikka muthan,Non-sarcastic
Padam kandathinu sheshavum treiler kaanunnavar undo...bell the botton,Non-sarcastic
Orikkal engilum pranayichitullavarkku ee song kelkumbol nenjil evideyo onnu kollum Hit a like those who wished these cute scenes in ur luv!,Non-sarcastic
ജീത്തു ജോസഫ് മലയാളത്തിലെ murugadas ആകാൻ നോക്കുവാ,Non-sarcastic
1 divasam 3l kudutal tavane kanunavar arokke und,Non-sarcastic
"ഒരു മൂക്കുത്തി കാണാതെ പോയതിനു ഇങ്ങനെ പാട്ടുപാടി കളിക്കുന്നവരല്ല, കേരളത്തിലെ പെൺകുട്ടികൾ",Sarcastic
ഈ സോങ് theatre നിന്ന് കണ്ട നേട്ടറിയവരുണ്ടോ,Non-sarcastic
ഒടിയനിൽ കിട്ടിയത് ലൂസിഫർ ല്‌ തീർത്ത പോലെ മമ്മൂകക്ക്‌ മാമാങ്കത്തിൽ കിട്ടിയത് തീർക്കാനുള്ള item,Non-sarcastic
"0:39 How many of u noticed Thalaivar #Rajinikanth petta Refrence   ""Kola gaandla irukkan Mavana  Kollama Vidamaatan.....",Non-sarcastic
ഒരു പടത്തിന്റെ പാട്ടുപോലിരിക്കും പടത്തിന്റെ നിലവാരം എന്ന് വിശ്വസിക്കുന്നവർ അടി ലൈക് 🤨,Sarcastic
"പല നാളുകൾക്കു ശേഷമാണ് ഒരു മലയാളം പാട്ട് റിപ്പീറ്റ് അടിച്ചു കേൾക്കുന്നത്, പെരുത്തിഷ്ടായി",Non-sarcastic
Sherikum mookuthi poyathinano e mamangam nadathunne?,Sarcastic
കോഴി...... ഇൗ പോസ്റ്റർ വെച്ച് ഒരുപാട് പേരെ ട്രോളിയിടുണ്ട്.....,Non-sarcastic
കേരളത്തിൽ    ഇപ്പോൾ  ജീവിക്കാൻ മേലാത്ത  അവസ്ഥയാ  അന്നേരവ അവളുടെ  അമ്മേടെ  മൂക്കുത്തി.,Sarcastic
"Njangade swasuvum poliyattooo.... Serial Ennum paranju Aarum maatinirthanda. Evde Anusithara, prayaga, angane kure ennathine nokumbo Poliyaa njangade Swasu",Non-sarcastic
അവസാനത്തെ ലാലേട്ടന്റെ കാറിൽ നിന്നുള്ള entry രോമാഞ്ചം......,Non-sarcastic
ഈ ഓണം ഇട്ടിമാണി കൊണ്ടുപോകും എന്നുള്ളവർ ലൈക്ക് അടിക്കുക,Non-sarcastic
മലയാള സിനിമയുടെ ഒരു മാറ്റം കാണുണ്ടല്ലോ  Achaya polikkkk,Non-sarcastic
"ഒരു മൂക്കുത്തി പോയപ്പോ ഇങ്ങനെ, വല്ല വള യോ മാല യോ ആണെങ്കിൽ, hoouu ഓർക്കാൻ വയ്യേ",Sarcastic
"Aunty odi nadannu kanji koduppaanu pani, jeevikkandae !",Non-sarcastic
ഇതിൽ നിവിന്റെ അഭിനയം മാത്രം പുകഴ്ത്തയിരിക്കുന്നു....അതിന്റർ direction ആണ് നിവിന്റെ ഈ കഴിവ് പുറത്തെടുക്കാൻ സഹായിച്ചത്....Hats off to director Geethu,Non-sarcastic
Mookkuthi kanathathinu dance kalichittu enthu karyam,Sarcastic
Still in Trending #1.... Mamangam... Ikkaa.. We r waiting ....,Non-sarcastic
Richie orma vanathu eniku mathram ano,Non-sarcastic
Love me again song singer,Non-sarcastic
Vijay baby sir adipoli trailer sir.....,Non-sarcastic
"2019 kollaloo...Perambu, Yatra, Kumblangi, Lucifer pinne MRaja....Super!!",Non-sarcastic
"Release ee NRC , CAB athokke theernnitt matheettaa  ennitt beno mmakk oru 200cr adikaan",Non-sarcastic
നിവിൻ എന്ന നടന്റെയും താരത്തിന്റെയും ഏറ്റവും മികച്ച ചിത്രം വരവായി ... Salaam Bhai  ... Let's Meet At Theater ...,Non-sarcastic
Psycho ravi sir.trailer nalla positive vibe aanallo.,Non-sarcastic
"എല്ലാവരും കുറ്റപ്പെടുത്തിയത് കണ്ടെപ്പോൾ സങ്കടം തോന്നി, പക്ഷേ, ഇപ്പോ ഇതിൽ വന്ന് എല്ലാവരും നല്ലത് പറഞ്ഞപ്പോൾ സന്തോഷവും, മമ്മുക്ക ഇങ്ങള് സൂപ്പറാ",Non-sarcastic
"Kondoraam kondoraam kaithola paaayaa  kondoooram "" Enna songu pole enikku mathramaaanooo Thonniyathu... I",Non-sarcastic
മറ്റന്നാൾ വരുന്ന teaser ന് ഇപ്പോഴേ കട്ട waiting .  Linto kurian ന്റെ editing,Non-sarcastic
മൂക്കുത്തി സോങ് മൂക്കും കുത്തി വീണ പോലെ തോന്നി. Music:Old wine in new bottle,Sarcastic
100 cr aanannu Antony parayaan paranju,Non-sarcastic
cinema premikalkkum tovino fansinum oru mass entertainment prathekishikkavo ichayooo karnam sadharana trailer vere padam vereah ipol,Non-sarcastic
Laletta neenga chumma MGR  madiri thaga thaga nu minringa,Non-sarcastic
Eദ്സംഘികൾ കാണുമോ എന്ന് സംശയമാണ് കാരണം  മോഹൻലാൽ മരക്കാർ ആയിട്ടല്ലേ  അഭിനയിക്കുന്നത്,Sarcastic
Ithuvare ee cinema kannathar like adi oru comment idu,Non-sarcastic
എവിടെയൊക്കെയോ srk യുടെ fan മണക്കുന്ന പോലെ.... അത് ആകാതിരിക്കട്ടെ,Non-sarcastic
Minimum 3 Thavana kanathathayi arum kanilla....,Non-sarcastic
Ennalum ente Idivettu suguna ninne ithilu kandillalo,Non-sarcastic
Ettane kaanan vendi vannavar undo  Podunge inge oru like,Non-sarcastic
Kanan pattilla muthe  nmmale Malaysia  il apol vrunne,Non-sarcastic
ഇത് ഉറുമിയിലെ ചിമ്മി ചിമ്മി പാട്ടിന്റെ സ്റ്റൈലിൽ ഉണ്ടാക്കിയ പാട്ടാണ് ഈ പടത്തിനു യോജിച്ചതല്ല ഈ സോങ് very bad,Sarcastic
സന്തോഷ്‌ ബ്രഹ്മി കഴിച്ചോളൂ. എവിടെയാ വച്ചതെന്ന് അപ്പോൾ കിട്ടും,Sarcastic
ട്രയ്ലർ ഉണ്ടാക്കാൻ അറിയില്ലേൽ ആ ലിന്റോ കുര്യനെ വിളിച്ചു ഏല്പിക്കക സിദ്ദിഖ് സർ കിടു ആക്കി കയ്യിൽ തരും.ലാലേട്ടന്റെ പടം ആയത് കൊണ്ട് മാത്രം ട്രെൻഡിങ് ലിസ്റ്റിൽ first നിൽക്കുന്നു,Sarcastic
Mass bap ka trailer.. hedset ഫുൾ വോളിയംത്തിൽ വച്ചു ഒന്ന് കേട്ട് നോക്ക് ബ്രോസ് വേറെ ലെവൽ ഐറ്റം..,Non-sarcastic
Potta padam aanennu thonunnu..Dileep nte pottan kali kandu maduthu..,Sarcastic
വനിതാ കമ്മീഷന്റെ അണ്ണാക്കിൽ പൂച്ച പെറ്റു കിടക്കുകയാണോ സ്വമേധയാ കേസ് എടുക്ക് തള്ളേ,Sarcastic
Kanum munpe dislike adicha aa mahanmarude manasu aarum kanathe pokaruthu,Non-sarcastic
Ithentha big b remakeoo Ennayaalum maassssss item annn mammuka vere level,Non-sarcastic
Hindi kkaru kondupokumo nammude nivine? Nammuku nashtamakumo???,Non-sarcastic
#illuminate  Arkum athikam ariyatha oru paru padi ....devil mayi vakenundeal . I think pirthraj is illuminated,Non-sarcastic
പാട്ട്   കണ്ടിട്ട് പടം  കണ്ടത് ആരാ 🤘🤘,Non-sarcastic
Avasanam kanicha kurache seconds scenes kande FDFS urappichavar aarokkee,Non-sarcastic
Maass kaa baaap!!! 68 not out!!! Waiting 4 Bilal,Non-sarcastic
ikkante eazhrikath varilla ikkante varunnu kunjali marakkar  WAITING IKKA POLIKKUM,Sarcastic
Support By Ikka Fans  . . .            Eetane ishtamulla oru ikka fan,Non-sarcastic
Film kandapol  aarum adhil abhinayikkunnadhaay toniyilla,Non-sarcastic
Song kandillaaaa.....only comments....chirich chirich  oru vazhiyaayi.....ini song kaanattee,Sarcastic
Dialogil kallanmaar ennathinu pakaram chekkuthaanmaar ennakiyirunnenkil kurachu koodi nannayirunnene ennu enikku mathram aano thonniyathu,Non-sarcastic
ഇതൊക്കെ സ്കൂൾ പിള്ളേരോട് പറ  സാറെ  എന്റെ ഏട്ടൻ.. മൈ ബിഗ് ബ്രദർ,Sarcastic
എന്തോന്ന് പാട്ട് ഇതൊക്കെ കഷ്ടം തന്നെ എഴുതി അവൻറെ തല അടിച്ചുപൊളിക്കണം അവൻറെ കുഞ്ഞമ്മേടെ മൂക്കുത്തി,Sarcastic
ഷെട്ടി  റീലോഡഡ്..  എഗൈൻ പുത്തൻപണം.   പുത്തൻപണത്തിലെ  ലുക്ക്‌  ഫീൽ ചെയ്തവരുണ്ടോ  ഇവിടെ,Non-sarcastic
hey w8 cheyyunnavar onn like adikk,Non-sarcastic
"Who do you support suraj or pritiraj, i support suraj",Non-sarcastic
Njanum ente pillarum stronga double strong Alla tripple strong,Non-sarcastic
Vannu mona real raja ethu polikkum eni anu record maranpogunnathu madhuraraja mammokka king,Non-sarcastic
Ithil aaraa nayakan aara villian enonum manasilaavathath enik maatram anno?,Non-sarcastic
"മൂക്കുത്തി കണ്ടില്ലെങ്കിലും സാരമില്ല,ഇഷ്ടം പോലെ വട ഉണ്ടല്ലോ കാണാൻ",Sarcastic
Nale odiyan kanan pokunnavar like adi makkale,Non-sarcastic
Ee paatt kaanal nirthi ... Kanda padam kaanan thonnum,Non-sarcastic
യെസ് ദിസ്‌ ഈസ്‌ റിയൽ ബിഗ് ബ്രദർ. ഇൻ മലയാളം ഇൻഡസ്ട്രി. ഐ ലവ് ലാലേട്ടൻ. ലാലേട്ടൻ ഫാൻസ്‌ അടി ലൈക്,Non-sarcastic
"അജയ് വാസുദേവ്... കഥ റബര് ബാൻഡ് പോലെ വലിച്ചു നീട്ടതിരുന്നാൽ മതി.. കഴിഞ്ഞ 2 സിനിമകളിലും ഫ്ലാഷ്ബാക് എല്ലാം വലിച്ചു നീട്ടി, സമയം നീട്ടി അജയ് വാസുദേവ്",Non-sarcastic
"ചരിത്ര പ്രാധാന്യം ഉള്ള സിനിമ എടുക്കുബോൾ ഇതേ പോലുള്ള മൂഞ്ചിയ പാട്ടുമായി വന്നോളും.  കുറേ പെണ്ണുങ്ങൾ എല്ലാം ഇളക്കി  കാണിച്ചോണ്ട് ഡാൻസും, കായംകുളം കൊച്ചുണ്ണിയിലും ഉണ്ടായിരുന്നു ഇതേ പോലെ ഒരുത്തി.  എന്തെങ്കിലും പറഞ്ഞാൽ ഫെമിനിച്ചി തള്ളമാർ തള്ളുമായി ഇറങ്ങും.",Sarcastic
ആരോ ഒരാൾ അല്ല.. എന്റെ ഏട്ടൻ മൈ ബിഗ് ബ്രദർ!!🤩,Non-sarcastic
ഇൗ പടം നാളെ തന്നെ ഒന്നു റിലീസ് ആക്കിയാൽ കൊള്ളാമെന്ന് താൽപര്യം ഉള്ളവർ ലൈക് ഇടാനുള്ള ഗ്യപ് ഇവിടെ,Non-sarcastic
ഹാ ഹാ അങ്ങനെ മമ്മൂക്കയും ലാലേട്ടനും മത്സരിച്ച് അഭിനയിക്കട്ടെ  യുവതാരങ്ങൾ മുടി വെട്ടി  മത്സരിക്കട്ടെ...,Non-sarcastic
Onnum parayan illa polich adakki mammookka,Non-sarcastic
മാമങ്കം മൂവിക്ക് ഇനി മണിക്കൂർ മാത്രം കാത്തിരിക്കുന്നവർ like,Non-sarcastic
sooraj posinteyum riya moludeyum kidilan intervew,Non-sarcastic
"Ohh 200 jimittolikal dislike adichitund Maire'ole ninde okke poojappura kinathil teaser release aayo, athinu munp dislike idaan",Non-sarcastic
Eee trailer undakkiya avanu.....Kodukk oru salute...,Non-sarcastic
Achaayaan poliyaatto...   kolamaasss Kalki 🥰,Non-sarcastic
ഏട്ടാ നിങ്ങളുടെ ടൈം ആണ് ഇപ്പോൾ എത്ര വർഷമായി സിനിമയിൽ,Non-sarcastic
Ikka bakthanmaar like adi   Ikka istham,Non-sarcastic
പെൺവേഷത്തിൽ മമ്മൂക്ക എല്ലാവരെക്കാളും പൊളിയാണ്🤩🤩 love you മമ്മൂക്ക,Non-sarcastic
Prajapathi film orma vannavar like cheyyu...,Non-sarcastic
Tovino Thomas katta fans  Like adiii..,Non-sarcastic
പടം അവാർഡാണല്ലോ!  മോളിവുഡിലെ 'Lion' സിനിമയെന്നു വിളിക്കാം.,Non-sarcastic
Ethu Pwolikum  Mammookha  BGM Verai level,Non-sarcastic
"സുരാജ് ഇതിലെ മറ്റെ സിൽമ നടൻ ലങ്ങേരുടെ മുട്ടന് ഫാൻ... പക്ഷേ,  എന്തരോ കുറ്റത്തിന് ലവന്റെ ലൈസൻസ് സുരാജ്  ചെത്തിക്കളയുന്നു  ഇത്രേം മനസിലായി, ബാക്കി പടം ഓടിയെങ്കിൽ പോയി കാണും, ഇല്ലെങ്കിൽ ഇല്ല.",Non-sarcastic
ഇരുട്ടിന്റെ ആയുസ് സൂര്യൻ ഉദിക്കുന്നത് വരെ യൊള്ളു ലാലേ  കുഞ്ഞാലി മരക്കാർ മമ്മുക്കാനേ കണ്ടു പടിക് COMING SOON,Sarcastic
ഒരു നല്ല പാട്ട് ആകാമായിരുന്നു. ചെറിയ കുട്ടികൾ സ്കൂളിൽ സ്റ്റേജ് പരിപാടി അവതരിപ്പിക്കുന്നത് പോലെ ഉണ്ട്,Sarcastic
Ente tamil friend nte caller tone aanu ee patu,Non-sarcastic
Malayalathil ingne onnu kandit ethra naalayi,Non-sarcastic
Ikka die hard fans ellum oru like tharuvo,Non-sarcastic
Love from utter pradesh mohan Sir,Non-sarcastic
It's feel like a  malaylam rakshasan,Non-sarcastic
Lalettante  mukathu no expression.. enda ingane?  Full ചളി കോമെഡിയും 🤒,Non-sarcastic
3:05 to 3:12  രണ്ടുപേരുടേം എക്‌സ്പ്രെഷൻസ് ഒരു രക്ഷയുമില്ല  ബേബിമോൾ & ബോബി ഇഷ്ടം,Non-sarcastic
Ee vesham cheyan pattiya 2 malayalam actor mare ollu . Athu ...ikka .prithviraj.  sheriyannengil adi like,Non-sarcastic
ഭാസി മച്ചാൻ... സുഷിൻ ശ്യാം.. കുഞ്ചാക്കോ ബോബൻ ആഹാ അന്തസ്സ്,Non-sarcastic
"വില്ലൻ എവിടെ വില്ലൻ...???,.,  ഫഹദ് ഇക്കാനെ കാണുമ്പോൾ മഹേഷിന്റെ ലുക്ക്‌ തോന്നുന്നു",Non-sarcastic
