Text,labels
Padam pathuttu vanthu yaarellam intha trailer paaka vantheenga,Sarcastic
Ohhh 4 days ah no 1 trending Vera level  guys make it fastly 500 k + likes,Non-sarcastic
0:33 to 0:35 SAEED MAZOOD orma vannavar like #lucifer,Non-sarcastic
Intha week kulla 800k likes varanum,Non-sarcastic
Ena hindila amithabajan nadithalum enga thala nadikiramadiri varuma,Sarcastic
"வள்ளல் வல்வில் ஓரிகவுண்டர் பேரவை,  கொங்கு வேட்டுவக் கவுண்டர் கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்",Non-sarcastic
நீ விதைத்த விதை ஒன்று‼      உனை அறுக்க காத்திருக்கும்‼     ஒட்டுமொத்த சமுதாயத்தின் ஆதரவோட திரையில் மிளிர்வாள் திரெளபதி    ஆப்பு கண்ணுக்கு தெரியாதுடியோய்     #_திரெளபதி      #_2.6Mviews4Draupathi,Non-sarcastic
Thalaivan yeppavume vera level tha,Non-sarcastic
Thalaivara vachu senjutanga .... theater la poi pakkanum nu yosikka vacha trailer,Non-sarcastic
Yara ivan comedy piece angutu poda🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,Sarcastic
Padam epoga release aagudhu pls slunga????,Non-sarcastic
"Paaka thaane pora intha kaaliyude aattathe, pongal will be petta parak, love from kerala",Sarcastic
Thevidiya payale enna thalapathy pathu sirikira nila oru aalu punda ovusaari,Non-sarcastic
Thala I  am waiting ji,Non-sarcastic
Karthi Anna fans like I am fan of karthi anna I like him,Non-sarcastic
"Tamil mission movie nice to  see , next level movie Ajith na massssssssssssssssssssssssssssssssssss..........................",Non-sarcastic
Vera level ..after long time  sk fans,Non-sarcastic
Comali trolled our big comali Mr.rajini vera level,Non-sarcastic
varlam varlam va bairavaa were waiting for you thalivaaa..,Non-sarcastic
4 months.....innum 10M views kku mukkuthu.........,Sarcastic
மிஷ்கின் சார் நீங்க வேறலெவல் கிரயேட்டர்...,Non-sarcastic
#Suriya annan's vera level avadhaaram,Non-sarcastic
Ithellaam sarvvasaathaaranam for SURIYA ANNAN  KAATHIRIPPOM,Non-sarcastic
Tamilnadu epavum Nalla thaniya irukum Inga irukuravanga olunga pathukitta pothum eppadi pesi  tamilnatta savadichirathega kind request,Non-sarcastic
jayam ravi sir oda other getups paaka wait pandravanga like podunga !!... comali 2 venum nu soldravanga,Non-sarcastic
చీకటి గదిలో కత్తి మహేష్ చితక్కొట్టుడు మాములుగా లేదుగా..? click here : @t,Non-sarcastic
Maratha samukutha Sarbaka Padam Vetri Pera Vaazthukal,Non-sarcastic
Thala na lae Mass than daaa,Non-sarcastic
like : vijay  comment : karthi,Non-sarcastic
"நாயக்கர் வம்சம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்......,,",Non-sarcastic
Phoenix bird .....erikka erikka...ezhundhu varaan....en thala,Non-sarcastic
Meaning of Trailer = Theri Love solla vekapaduravan vazhave vekkappaduran arthamnga,Non-sarcastic
Only 2 days ta pa enjoy panurum panurum,Non-sarcastic
விஸ்வகர்மா சமுதாயம் சார்பாக வாழ்த்ததுகள். பொறுக்கி பய திருமா நாடக காதல் கும்பலுக்கு இந்த ட்ரைலர் வயித்தை கிளரும். படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்.,Non-sarcastic
Thalaya yaralaum control panna mudiyadhu daaaa,Sarcastic
Plz hindi me v dubbed kijiye ....  For We all hindi fan .plzzzzzzzzzz,Non-sarcastic
Vanakam da mapla maduraila irundhu drama kadhal oliga🤥🤥🤥,Non-sarcastic
any இரும்பு கோட்டை முரட்டு சிங்கம் & ஜெய்சங்கர் fans hit like,Non-sarcastic
same shit again and again............people won't get frustrated i guess........they love vijay....................ha haaaaaaaaaaaaaaaaaaaaaaaaa,Non-sarcastic
358 k likes in 24 hrs 394 k likes in 2 days 430 k likes in 4 days Still watching,Non-sarcastic
"19,567 views  45,108 likes and  5,052 dislikes  ??",Non-sarcastic
Likes will be more get it fools vjmaaa anilu ammaiyan fans and vjmaa,Sarcastic
evalo aattam  poda muditho podunga. MERSAL vatnhu therikka vida poguthu. athu varaikum evalo aattam poda muditho podunga.,Sarcastic
Ena da thalaiya guest role pana vittutinga,Non-sarcastic
பலபேருக்கு மரண அடி போல ட்ரைலர் 8 இலட்சத்தை நெருங்கியது,Non-sarcastic
vivegam is marana mass 24 annikku irukku semma treat,Sarcastic
"MASALA , MASALA, MORE MORE MASALA !!!!!!!!!!!",Sarcastic
Vera level confirm super hit aagum,Non-sarcastic
Class padathukku ivlo mass look..just Thala things,Non-sarcastic
Last dialogue suit for all fans,Non-sarcastic
Thala dhan da gethu bollywood la amithabachan oda character ah overtake pani therika vitrakaru,Sarcastic
Superb Akshay sir and Rajni sir,Non-sarcastic
28k dislike ku karanam vj fans ah than irupanuga,Sarcastic
யாதவர்கள் சார்பில் படம் வெற்றியடைய வாழ்த்துகள் ...,Non-sarcastic
"பள்ளப்பட்டி சத்ரியன் பாய்ஸ்தப்பட்டை குழு இண்டூர் தருமபுரி மாவட்டம் 9715569709, 9787144438, 9159918414, 6383454775, 6381722715",Non-sarcastic
"வெள்ளைக்காரன்ட அடிமையா இருந்த கூட்டம்,  இப்போ ஜாதி வெறி பிடிச்சு அலையுது,",Non-sarcastic
Vanniyar saarpaka patam vettri pera vazhthugal,Non-sarcastic
Padathula enna vena pesalam  Nijathula onnum nadakaadhu,Non-sarcastic
Varanum mass varannum  athukku  avanthan  Poranthu varanum,Non-sarcastic
இனம் எங்கள் உயிருக்கு சமம்  எவன் வீட்டு பொண்ணை எவன் கட்டுவது விடக்கூடாது வெட்டணும்,Non-sarcastic
"Thalaivaaaa what a jump from Bridge ,no one can replace in action sequence thalaivaaaaaaaaaaaa",Non-sarcastic
வர்லாம் வர்லாம் வா பைரவா'  am waiting  mass Teaser :),Non-sarcastic
Semma finally meesai ya murukkikittu Madurai getup semma thoranai thalaiva waiting,Non-sarcastic
That Bgm is lit... Marana waiting thalaivaaaaa,Non-sarcastic
Thappu seiyanunnu nenaikkara ovvoruththanukkum ethu oru  padama irrukkattum,Non-sarcastic
Thalaaaaaaaaaaaaaaaaaa  semmmmmmmmmmmmmmmmmaaaaaa you are one who made my inspiration of my life.......,Non-sarcastic
படம் வெற்றி பெற மாவீரன் சார்பாக வாழ்த்துக்கள்,Non-sarcastic
Vijay sethupathy Anna veriyan like here,Sarcastic
Vijay anna audutha superstar pairava sussuful,Non-sarcastic
Villain intha movie la vera level,Non-sarcastic
Oru trailer  kulla ithana genre da,Non-sarcastic
திரெளபதி மாபெரும் வெற்றி அடைய ஈரோடு கொங்கு வேளாளர் கவுண்டர் பேரவை சார்பாக வாழ்த்துக்கள்.,Non-sarcastic
#Thalapolavaruma Thallaaa massss........ On Aug 24 therikavidalama!,Non-sarcastic
Ena sir... RAJINI ku Rajni Nu Varuthu....,Sarcastic
கீழ் சாதி காதல் பண்ண நாடக காதல்.. மேல் சாதி பண்ண நல்ல காதல்....பொள்ளாச்சி சம்பவங்கள் மாதிரி இன்னும் வெளியே வராத சம்பவம் நிறையாக இருக்கு,Non-sarcastic
Jayam ravi mass panna porean da,Non-sarcastic
Intha trailer la Aathi ku dialogue ku illa . Yarrullam note panninga,Non-sarcastic
Sambooo Siva samboooo siva Siva samboooo.. enga a intha bgm...,Non-sarcastic
I am eagerly waiting Samy sathiyama meha hitungo🤣🤣,Non-sarcastic
Ennaku enamo..... VJS intha padathula... Alaga irrukura maathiri irruku........,Non-sarcastic
Maraaanaaa waiting full support  by Dharmapuri,Non-sarcastic
Sai pallavi fans hit like here,Non-sarcastic
I'm Vijay anna fan but I'm also follow Ajith bro rules...  ஒருத்தர் மேல விசுவாசம் kaatarathukaga innorutharaa yen avamana paduthuringara...,Sarcastic
Enga Viswasam Thala Ku Mattum Dhan . Neraya Neraya Neraya Neraya record ah enga Thala oda Trailer Padaikum,Non-sarcastic
30 million views varum nu soldravanga like potunga,Non-sarcastic
Richard ku idhu oru break kodukanum.. All the best,Non-sarcastic
Thala da  Great Thala da,Non-sarcastic
Paaaaa after long days oru sema trailer patha feeling... kandipa movie semaya irukum..,Non-sarcastic
Kuch samaj nhi aaya tamil me lekin thik laga trailer. His last movie?,Non-sarcastic
Looks like power rangers spd emergency,Sarcastic
Ek bhi aag real nhi lag rha. fire ki CGI mein kitna time lag jata hai kar lena tha na dhang se,Non-sarcastic
Mairugala release pannuga Da illana video va delete pannuga da,Sarcastic
Lead role sai palvi ko nahi rakul preet ko milna chahiya because rakul preet is best south actree,Non-sarcastic
Thirubi vannenu sollada   rejinidaaaaaaa,Sarcastic
Verithana ma irrukku pa trailer pakkum pothey,Sarcastic
Paatha psycho thaan aavoom kiruķkan miskin,Sarcastic
Unlike panna va ava Amma ellam item tha Thevadiya pasanga la,Non-sarcastic
Kan mun nadakum thappai thatti ketpavandhan hero super lyrics,Non-sarcastic
same masala . ATM  pochu edhu sollavee vana .......... daba,Sarcastic
போற போக்க பாத்தா நேர்கொண்ட பார்வைய இது தூக்கி சாப்டுறும் போல ....,Non-sarcastic
Enna da John wick Tamil version maari irruku ....,Sarcastic
boss sattai 3 mari iruku trailer,Non-sarcastic
Verakodi vellalar inam sarbaga valthugiren...goundar pennai goundanthanda kattanum..vellalar pennai vellalnthan kattanum..Thevar pennai thevnthan kattnum..kallar veetu pennai kallanthan kattanum..,Non-sarcastic
ஜாதி ஜாதி ஜாதி சீ இந்த உலகத்திலேயே இந்தியாவில் மட்டும்தான் ஜாதி இதை எவன் கண்டுபிடித்தானே அவனை செருப்பால் அடிக்க வேண்டும்,Non-sarcastic
Dei remake panna enna? Ithu THALA version daww...enjoy...🤟🤟,Sarcastic
Asurathanamaana acting padathula paatha apram varavanga mattum like pannunga pa Vera level verithanam nanpa 🤩🤩🤩,Non-sarcastic
Luv u thalaiva....semma masss acting pa@ vijaykumar and joseph,Non-sarcastic
Thala pola varuma  Thala eppavume mass Vera level,Non-sarcastic
I'm from Bangalore thala trailer 1m like varadhanalle varthama eruke,Sarcastic
Ennaa daa sedhukki vechirukkeenga frame by frame...,Non-sarcastic
ஈரோடு  சத்தியமங்கலம் முத்தரையர்கள் சார்பாக மாபெரும் வாழ்த்துக்கள் இது கண்டியப்பாக வெற்றிப்படம் 6,Non-sarcastic
Vara level surya anna...yuvan music ultimate,Non-sarcastic
Surya anna nenga vera level my god,Non-sarcastic
சாதியை வைத்து அரசியல் செய்பவர்களுக்கு செருப்பு அடி...,Non-sarcastic
My Thalapathy fan thalaivar pakkkkkkkka maaaaaassssss,Non-sarcastic
Ethum blockbuster nu soluvanga parungala wait panii amaingaaaa danger paaaaaa,Sarcastic
super star ilayathalabathi Vijay da naanga ellam chellama thalaivaaaaa innu solluoom thalaivaaaaa ne vanda le podum idale ne tesrrrr theri,Non-sarcastic
karthik subbarajda padamnale mokkayathan ikkum papum rajinikkaha speciala ethachi irukkanu,Sarcastic
surya Anna s3 marana mass teaser,Sarcastic
Jayalalitha va katta sonna deepa amma va kamchirukingalada.. iduku deepa amma vaya nadika vechirukalam,Sarcastic
முத்தரையர் மக்களின் சார்பாக இந்த படம் மாபெரும் வெற்றி பெற வாழ்த்துகிறோம்,Non-sarcastic
1:17 enna da panni vechi irukkenga. Enga Thalapathiya ve kalaaichteengla 🤣🤣 Edit: 2:22 ada enga thala ya va kooda vittu vekkalaiya 🤣🤣,Sarcastic
tha enna da ipdi trailer irukku vera level editing level semma ithatha movie apaum pakkanum #AK25,Sarcastic
good..but doesn't feel like ROBOT.    something missing,Sarcastic
Sk aanna.. mass hero... am waiting,Non-sarcastic
பொழைக்கிற வழிபாருங்க போராளி... சாதிய ஒளிச்சிப்புட்டா சுரண்டுவது எப்படி....  இது இந்த கால தலைமுறை சொந்த சாதி பெருமையை பேசி பேசி ஏங்கி போன எனக்கென்ன....  இந்த நாடு எப்படி நாறி போன உனக்கென்ன....,Non-sarcastic
Tirupattur vanniyar samuthayathku  en vazkaiya kodupan intha padathuku naalaiku banar,Non-sarcastic
சும்மா treilar e இப்படி தெறிக்க விடுத்துனா படம் சும்மா மரண மாஸ் தான்,Non-sarcastic
Bgm seme....  Its a selvaragavan movie..  Mass waiting. Epavume selvaragavana mass dhan...  Selvaragavan fans,Non-sarcastic
வயசான காலத்துல தலைக்கு எதுக்கு இந்த வேலை.,Sarcastic
naa dhanush fan also  ilayathalapathy podikum bairavaa teaser awesome,Non-sarcastic
அடேய்  தமிழ்ல யாரும் கெடிக்கலியா  ஹிந்தி ஹீரோயின் கங்கனா ராவ்,Non-sarcastic
Joker:I have a condition  Adhi: vaanga sirikalam🤣,Non-sarcastic
Super star Rajinikanth fans ikkada oka like vesukondi all movies break in 2.O movie pakka,Non-sarcastic
வீரபத்திரன் எங்க குல தெய்வம் 🤗   Vera level adhi Anna marrana waiting,Non-sarcastic
#Thala &#yuvan name pathathum goosepumb aanavanga like podunga,Non-sarcastic
Semmaaaa mass NGK trailer mass thalaivaa enimal surya thaa mass,Non-sarcastic
சிவகங்கை கோனார்மகன்கள் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்,Non-sarcastic
🤣Batman Kae Tough u kudupan. Pola..,Sarcastic
Vaai vittu sirital noai vittu pogum,Non-sarcastic
Ennada views yerama Apadiye ninnu pochi,Non-sarcastic
"erukkalam I am not sure, just ges",Non-sarcastic
Malayalam film akale in januvariyil viriyumo music copy,Non-sarcastic
"Kidu concept,kidu trailer love from kerala",Non-sarcastic
"Its true , naa college padikkumbodhe indha pasangallam solluvanunga  viduthalai siruthai katchila engalukku edhum love problem na ponna sethu vaippangannu solluvanunga",Sarcastic
Ajith Sir semma  By thalapathy makkal iyakam  Rasipuram,Non-sarcastic
Padam unmaiyalayae verithanam ma irukuuu waiting for part 2,Non-sarcastic
Vijay bhai kya baat hai... awesome ........,Non-sarcastic
Na arasiyaluku varuvathu uruthi.. hey Ithu 96 yaarai emathureenga.. Semma trailor..,Non-sarcastic
"Kerala ajit fans like ittu po, ejjathi item. Be ready makkale🤩🤩",Non-sarcastic
"சாதிகள் உள்ளதடி பாப்பா அதில் குலத்தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம் படம் வெற்றி பெற வாழ்த்துக்கள்,இங்கனம் நாமக்கல் மாவட்டம் கொங்கு வெள்ளாளக்கவுண்டர்கள் தீரன் இளைஞர் படை",Sarcastic
1:16 Rangaraj Pandey.. Avar nadikkala. Avaroda velaya padathula seiraru,Sarcastic
Aiyoo innum ethana varshm aagum padam varaduku,Sarcastic
மீண்டும் ஒரு ஹீரோ'வா(பழைய படங்கள் பாணியில்) தமிழ் சினிமாவில் நடிப்பது மிகவும் மகிழ்ச்சி....,Non-sarcastic
Trenda maathungadabigil = like  Kaithi = comment,Non-sarcastic
Yaaaa thala thala yaaa yappa relishes,Non-sarcastic
Padam varum varaikum trailer pathu veri aethikuvom,Sarcastic
Original : Kickin' it old skool (2007),Non-sarcastic
இராமநாதபுரம் மாவட்டம் தென்கிழக்கு மறவர் நலச்சங்கம் சார்பாக வாழ்த்துக்கள்,Non-sarcastic
Ippo Enna panne porum  Superstar rajini : sweet sapede porum,Non-sarcastic
Aiyo namba mind vera angaya poguthya #Sivakumar 🤣,Sarcastic
supper anna nice 10000000000000000000000000 like anna,Sarcastic
400K likes in 34hr 58min,Non-sarcastic
"There are 2 Nayagan in Indian Cinema , 1. Ulaga nayagan Kamal 2. Nadipin nayagan suriya 🤩",Non-sarcastic
"Vijay Sethupathi in commercial plot, set ellam pottu dance aadi irukaru appo pakka flop than...",Sarcastic
bune ya 1 ile 2 filmi harikaydi 3 bunu bok gibi yaşamışlardı anladım şeyi sarkiyi değiştirmesinin adami da değiştirmeniz yani bok etmis iz filmmi,Non-sarcastic
savukku  anjaATHA SURYA FAN DAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Non-sarcastic
Paravala etho teaser oda trailer pakkala 1time,Non-sarcastic
Second kku second kku views athikamakuthu athanaala ON 1treanding kku kondu vangga,Non-sarcastic
Neariya neraiya neraiya.... Amah mudi rombha dhan nerachurukku,Sarcastic
Seme . Vijay sethupathy gethu taan,Non-sarcastic
Ji oru short film kuuda iruku kekkabukka nu,Non-sarcastic
Unmaila suthantharatha British kiterundu vaagi arasialvadhiku koduthutom,Non-sarcastic
உங்க சமூகம் சார்ந்த பல படம் வந்த போது ஒருவரும் எதுவும் பேசவில்லை. இப்போ தவறான எண்ணங்களை சுட்டி காட்டினால் மட்டும் ஏன் இந்த எதிர்ப்பு...#changecastebased discrimination,Non-sarcastic
"ada popa , unaku vera illaya",Sarcastic
Bgm semma nu soldravanga like poodunga,Non-sarcastic
Ivaroda namela padam super but avar pera keduthurathingadaaa saamigala,Non-sarcastic
Ivaru edhuku Beethoven music use pani irukaru. Aanmai illa thanam nu sollida poranga,Sarcastic
10 times mela paathavanga like podunga paaaa,Non-sarcastic
Dhanush sir ku Ella get up um set aagudhu,Non-sarcastic
Movie vetri pera agila India ramarajan fans sarbil vaalthugal,Sarcastic
Thalapathy Vijay scene delete pannunga da!!!,Non-sarcastic
"கோவை மாவட்டம், வடவள்ளி சோழிய வேளாளர் சமூகம் சார்பாகவும் , மதிப்புற்குறிய தலைவர்,சுதந்திர போராட்ட தியாகி கப்பலோட்டிய தமிழன் வ.உ. சிதம்பரம் பிள்ளை பேரவை சார்பாகவும் இப்படத்தை வரவேற்கிறேன். முக்கியமாக ஒரு பெண் குழந்தையின் தந்தையாக இப்படத்தை எதிர்பார்த்து காத்துக்கொண்டிருக்கிறேன்.....",Non-sarcastic
Innum 150 like than like podunga,Sarcastic
ஐங்குலத்தோர் விஸ்வகர்மா சமூகம் சார்பாக படம் வெற்றியடைய வாழ்த்துக்கள்,Non-sarcastic
Dai ennada ithu........ marana mokka trailer in the world......adei amai asith Ella Hollywood padathayum copy adichitaaan pola......... serupadi vaanga poraaanasith.......,Sarcastic
44k views.. But 56k likes ah?????? Howwwww,Sarcastic
திருநெல்வேலி தேவர் சமுதாயம் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துக்கள்,Non-sarcastic
நாயுடு சமூகத்தின் சார்பாக திரைப்படம் வெற்றியடைய வாழ்த்துக்கள்...!,Non-sarcastic
Haters - stop making violent films ! Vetrimaran - HOLD MY ASURAN !,Sarcastic
vera level  waiting for movie,Non-sarcastic
கம்மாளர் இனத்தின் சார்பாக இப்படம் மாபெரும் வெற்றி அடைய வாழ்த்துக்கள்,Non-sarcastic
Thala rasigargal sarbaage thalapathy ku engal vazthukal  #MalaysianThalaFan,Non-sarcastic
I h h t v v h h,Non-sarcastic
Varala varala va vavarala va BHAIRAVA,Non-sarcastic
mayiru maadiri iruku thevidiya pasagala Rajinikath vaithu vilambaram theduriga,Sarcastic
Saathi elam tooki erunchitu..poi padikura velaiye parungeya...athan unnaiyum un kudumbathaiyum kapathum...,Non-sarcastic
"Thannampika illa vijay ! Baby Sentiments, enna panna pulappu nadathanume ..........",Sarcastic
dislike panna  ungalukku eptiya thonuthu,Sarcastic
O my god i love you #2.0,Non-sarcastic
மொத்தத்தில் இந்த படம் தென் மாவட்டங்களில் பட்டையை கிளப்பும்.,Non-sarcastic
Appo NGK  enna aachi...  Orrree kolappama iruku plz yaarachum therinja konjam sollunga..,Non-sarcastic
Is he like anit hero in this film.... But semaya iruku.. Chiyaan ipdi paaka,Sarcastic
அம்மாடியோ இந்த படத்தோட சூர்யாவோட லெவலே வேற மாதிரி போகப் போகுது,Non-sarcastic
శివకార్తికేయన్ ఫ్యాన్స్ ఆంద్ర నుండి ఒక like వెసుకోండి....super trailer... Blockbuster movie...,Non-sarcastic
thala ungala yaralium jaika mudiyadhu. therikavitutinga thala...................,Sarcastic
Thakkali ipdi 10 padam edunga basu apayachum Nadu thirunthuma nu papom,Non-sarcastic
TAMIL MOVIE 2.O  KING IN INDIA   WONDER  SUPER STAR AN  SANKAR'S MASS MOVIE,Non-sarcastic
Thalaivar Mass ah Irukaru palaya rajini ah paatha maari iruku,Non-sarcastic
Trailer ah trending list LA thedunavanga laam lyk podunga,Non-sarcastic
Mersal teaser 954k likes idhu 503k likes iyyo iyyo mersal merattal,Sarcastic
August 10 waiting  thala movie nerkonda paarvai,Non-sarcastic
டேய் புண்டைகளா மொத படம் பாருங்கடா அப்பொராம் கமெண்ட்ல சாதி சண்ட போடுங்கடா.... ஊம்பிக.... நான் அந்த ஊம்பி இந்த ஊம்பினு சொல்லிட்டு இருக்கானுங்க.... இப்டியே ஊம்புனா வேலைக்கு பானிபூரி பீடா வாயனுங்கள எல்லாரும் ஊம்ப வேண்டியது தான்.... சுண்ணிக.... Tnpsc railway வேலைக்கு நக்கிட்டு திரியபோரோம்.....,Non-sarcastic
surya anna Vera level na teaser,Non-sarcastic
super vijay Anna your trailer semma mass,Non-sarcastic
"teaser supeer, trailer athuku melaaaa.. thalapathy pakka mass...",Non-sarcastic
2019 Diwali Blackbaster ..... if Any One Agree...? Kick Like Button,Non-sarcastic
1:55 naanga unkitta vishvasam kaatuvom thala,Non-sarcastic
Super super suriya super super super super super super super super super super,Non-sarcastic
Omg 59k dislike for ego wow,Sarcastic
Daii Rajamoulii Summa Irunthaa Singathaa Thatti Ezhupitiyee Daaww Shankar Vera Level Pannirukuraru Daww Eppaaaa  Hollywood la illa Ithu Athuku melaaa,Sarcastic
vilayadalama thalaivaa u rock alwayz...luv u thalaivaa  varla varla vaa varla varla va BAIRAVA ROCKZZZ..,Non-sarcastic
"SEMA bangamda kelavanuku, idhu 96 Yaara emathureenga???hahahhah",Sarcastic
3k dislikes from அரசியலுக்கு வருவது உறுதி' fans.... பாவத்த,Non-sarcastic
Im All Wash Thala Fan    But Directors Siva melathan Konjam Douttu Bcs Avaru Miga Laval la Mokka Padam Yedukuravaru Paa..!!,Sarcastic
Selva ragavan fans hit like here,Non-sarcastic
"கொங்கு மருத்துவர் சங்கம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் ..... எந்த சமூகமாக இருந்தாலும்,அவரவர் பெண் பிள்ளைகளை வளர்க்க பாடுபடும் பெற்றோரின் நிலைமை இன்றியமையாதது..நாடக காதலின் பேரில் பெற்றோரின் நிம்மதியை தொலைத்து,பெண்ணுடைய வாழ்க்கையை தொலைக்கும் நாடக காதல் அறவே வேண்டாம்....அதற்க்காக ஜாதி,பணம்,மதம் இவற்றை கடந்து வரும் உண்மைக் காதல்(பெற்றோரின் அனுமதியில் நடந்தால்) வரவேற்க்கத்தக்கது",Non-sarcastic
பார்த்திபன் கனவு படம் நினைவிற்கு வருகின்றது படம் வெற்றியடைய வாழ்த்துகள்...,Non-sarcastic
Pakka mass intro Ajith Kumar sir,Non-sarcastic
Pora pokkula en thalaivan super star ah kalaichi vitingalae da,Sarcastic
Joseph+vijay his real name joseph vijay,Non-sarcastic
thalaiva comedy king nee vaa thalaiva,Non-sarcastic
Hip hop thamizha ser verrythanamaana natippu and dance smail trailar super semma mass vera leval hip hop ser neraya padangal pannanu naanu kadavula vendigire,Non-sarcastic
Ipo  yarylam Thala tharisanam paka  vanthinga,Non-sarcastic
"Jathi vishayathula bhramin kooda serum.. MUSLIM & Christian  nu illama kuruma pondra koolikku maaradikkum gumball ellarukkum idhu ouru yecharikkai..  Hindus thaan da mudhal jathi..mass da naanga..enga Birth certificate la naadar, mudhaliyar, chettiyar, vanniyar, gounder, bhramin etc nu irundhalum RELIGION/NATIONALITY la naanga HINDUS da..Naanga saamiya namburavanga..Avan sombu thookigala chumma vida mattan da kuruma & Pichakara panjith",Non-sarcastic
Wowwws300k likesavlo per enjoy panirkinga trailer paathu,Non-sarcastic
bairavaa sikrama vaaa ( thalapathy I'm waiting ),Non-sarcastic
#thala mass dance#thalapathy maranna dance in #mersal #aalaporan tamizhan and #mersal arasan,Non-sarcastic
வெட்ட வேண்டும் .....உயர் சாதி பெண்னை ஏமாற்றும் நாடக காதல் கும்பலை வெட்ட வேண்டும்,Non-sarcastic
vekama illaya eppo pathalum action movies poi sathidu da,Sarcastic
Mersal Mersal.. WAITING FOR MERSAL. Who else?,Sarcastic
TTha Mass da... Indian cinema da... Gethu moment...,Non-sarcastic
"போற போக்க பார்த்தால் தர்பாருக்கே திரௌபதி டஃப் கொடுக்கும் போல படத்தை சீக்கிரமாக ரிலீஸ் பன்னுங்க, I Am Waiting",Non-sarcastic
Goiyala..trailer oda final dialogue kagave padam pakalam...bangam Da dei,Non-sarcastic
Kick in iy old skool hollywood movie. padathoda unofficial remake.old movie .oru padam kuda urupadiya edukka mattanga pola,Non-sarcastic
Review pathutu varavan lan inka like ah podu,Non-sarcastic
Vera level trailer especially climax dialog marana bangam...,Non-sarcastic
"ഇത് ഒരു mass  maranna mass. Full suspens, thriller,",Non-sarcastic
நண்பா ....ஜாதி ..ஒழிக்கனும்னு படம் எடுக்கலாம்ல ஏன் எல்லாரையும் ..ஒரே முகமா பக்கா உங்களுக்கு ஏன் கஸ்டமா இருக்கு....ஜாதி பேர சொல்லி. பேசி .ஏன் எங்களுக்குள்ள .இருக்க கொஞ்ச நஞ்ச அன்பையும் கெடுத்து விட்டுருவிங்க போல,Non-sarcastic
Marana mass nadipin nayagan enga Anna,Non-sarcastic
Andha unlike panna 39k David pasanga yaaru,Sarcastic
அசித் தேவையா மவன் என் சுன்னி மயிறுக்கு சம்ம,Sarcastic
பாட்டாளி மக்கள் கட்சி காஞ்சிபுரம் இனிமே ஆட்டம் ஆரம்பம்  வன்னியர் பெண்கள்மீது கை வைச்ச வெட்டி போடு பாத்துக்கலாம்,Non-sarcastic
Title track ah vida trailer bgm sema.. yuvan,Sarcastic
ஒத்த படம் தமிழ்சமூகத்தையே ஒன்று சேர்த்து இருக்கு வாழ்த்துக்கள் பட குழுவிற்க்கு...,Non-sarcastic
"Sir padam nalla irukko illaiyo anaa ivalo comment la oru comment kuda thappaana vaithaiyil pathivida padavillaiye appave intha padam venru vittathu , konjama aatam pottaargal ithai paarththaavathu jaathiyai vaithu arasiyal nadaththum kayavargal thirunthattum",Non-sarcastic
C/o kancharapallam tamil version haa,Sarcastic
அதை ஏண்டா தளபதியை பார்த்து அப்படி சிரிச்ச? தலையைப் பார்த்து மட்டும் லைட்டா சிரிக்கிற? இதுக்கு யாருக்காவது பதில் தெரிஞ்சா சொல்லுங்க ப்ரோ.,Sarcastic
Mass ah iruku Sankar  mass kattirukkaru,Non-sarcastic
Bots Epdi Vela Seiyuthu Adei Sunpictures  devidiya baiya,Sarcastic
"Rayappan inga aviya vanthu inga kathir ku help panuvar itha story, kathirehhh...",Non-sarcastic
Kola gaandu la irukaen padam paaka,Sarcastic
Podungadaa namma thalapathi ke like     Namma THALAIYVAR   daaaa,Non-sarcastic
Gv music vera level  Dhanush aa ithu pakkave bayama irukku,Sarcastic
Vfx work is Awesome like Hollywood movie,Non-sarcastic
Sema visual.. But BGM mattum viswasam movie la varadhu pola irukku,Sarcastic
"Kadhal yepothumeye azhagu..,, kadhaluku vayathu, karanam , azhagu yethumeye thevai illai.., kadhaluku eru manasu matum pothum... thooya manathudan kadaliyungal... vazhkai azhagagum",Non-sarcastic
